pmcid,title,year,model_score,is_rct,filename,status
13321929,Dosimetry Analysis of &lt;sup&gt;177&lt;/sup&gt;Lu-PSMA-I&amp;T in Patients with Low-Volume Oligometastatic Hormone-Sensitive Prostate Cancer: A Secondary Analysis of the LUNAR Trial.,2026,1.2534,True,PMC13321929.pdf,cached
13320197,The Randomized Phase II ARC-9 Study of Etrumadenant-Based Therapy versus Regorafenib in Patients with Previously Treated Metastatic Colorectal Cancer.,2026,3.1955,True,PMC13320197.pdf,cached
7618878,Cardiac output measurement in Malawian children ages 2 months-12 years hospitalised with severe anaemia (COM-TRACT).,2026,1.2777,True,PMC7618878.pdf,cached
13322987,The Impact of Immunotherapy on Hair Repigmentation in Patients With Thoracic Tumors: A Clinical Observation Based on Trichoscopy.,2026,1.6955,True,PMC13322987.pdf,cached
13330881,Patient-centred approach to improve colorectal cancer screening (CRC) in resource-limited communities.,2026,1.4603,True,PMC13330881.pdf,cached
13322317,"Antihypertensive Efficacy, Safety, and Adherence After Switching From a Free Combination of Bisoprolol/Metoprolol and Amlodipine to Bisoprolol/Amlodipine FDC Tablets (5/5 mg) in Chinese Patients With Hypertension.",2026,2.1349,True,PMC13322317.pdf,cached
13323774,Hidden effects of dobutamine on cardiac output.,2026,1.6846,True,PMC13323774.pdf,cached
13319401,An Observational Study of Afatinib 30 mg Daily in Patients With Advanced Non-Small-Cell Lung Cancer Harboring Common EGFR Mutations Treated With Afatinib.,2026,2.5153,True,PMC13319401.pdf,cached
13321678,Significance of a 4-week home-based prehabilitation program in accelerating 3-month recovery post total knee arthroplasty: a retrospective cohort study.,2026,2.6879,True,PMC13321678.pdf,cached
13321974,Course of Step Counts During Systemic Treatment for Non-small Cell Lung Cancer-Observational Data from a Prematurely Terminated Prospective Study.,2026,1.9329,True,PMC13321974.pdf,cached
13318424,Anti-Compensatory Saccades Changes After Visuo-Vestibular Physical Therapy in People With Acute Unilateral Vestibulopathy: A Prospective Observational Study.,2026,1.2623,True,PMC13318424.pdf,cached
13309852,Cardiovascular-kidney-metabolic syndrome stage modifies the efficacy of intensive blood pressure control on cognitive outcomes: A post hoc analysis of SPRINT MIND.,2026,1.4414,True,PMC13309852.pdf,cached
13292392,Comparison of Repetition-Based Progressive-Overload Strategies in Resistance Training: Rest-Pause Versus Drop Sets.,2026,2.0263,True,PMC13292392.pdf,cached
13283063,A 12-week Exercise Intervention Among Older Adults With Chronic Coronary Syndrome: Changes and Associations of Movement Behaviors and Cardiovascular Risk Factors.,2026,2.6123,True,PMC13283063.pdf,cached
13282136,Five Weeks of Sprint Interval Training Increase Absolute Power Output Within Severe-Intensity Domain Without Altering Muscle Activation or Fatigability.,2026,2.5041,True,PMC13282136.pdf,cached
13281132,Glucagon-Like Peptide-1 Agonist vs. Placebo and Pulmonary Decline After Open-Heart Surgery: A Substudy of the GLORIOUS Randomised Clinical Trial.,2026,2.9512,True,PMC13281132.pdf,cached
13271868,"A Single Session of Slackline Training Induces Rapid, Task-Specific Balance Improvements and Elevated Resting-State Beta Band Power.",2026,2.8147,True,PMC13271868.pdf,cached
13250454,A Comparison of the Effects of the Timing of Resistance Exercise on Glucose Levels Within the Target Range in People With Type 1 Diabetes (TREX Study): A Randomized Crossover Trial.,2026,3.2592,True,PMC13250454.pdf,cached
13242949,Early Versus Late Wake-Up Call After Out-Of-Hospital Cardiac Arrest: Protocol for a Multicenter Randomized Comparison Within the Danish Out-of-Hospital Cardiac Arrest (DANOHCA) Trial.,2026,2.8223,True,PMC13242949.pdf,cached
13238360,Agreement Between Methods Assessing Changes in Plasma Volume During Fluid Therapy-A Post Hoc Analysis of a Randomized Trial.,2026,2.402,True,PMC13238360.pdf,cached
13322297,"Recent cannabis exposure and acute nicotine effects: insights from randomized, double-blind, placebo-controlled intravenous nicotine studies.",2026,4.4637,True,PMC13322297.pdf,cached
13179527,Short-Term Daily Oral Administration of Cannabidiol Does Not Impact Rebound Tonometry Intraocular Pressure or Schirmer Tear Test Values in Healthy Adult Horses.,2026,3.4254,True,PMC13179527.pdf,cached
13172664,Optimal Reactive Balance Training Characteristics Poststroke: Secondary Analysis of a Clinical Trial.,2026,2.0807,True,PMC13172664.pdf,cached
13319381,The lysine-specific demethylase 1 (LSD1) inhibitor bomedemstat in myelofibrosis: results from a phase 1/2 study.,2026,2.9102,True,PMC13319381.pdf,cached
13308642,INFLUENCE OF THE BASELINE MORPHOLOGIC STAGE ON POSTOPERATIVE VISUAL ACUITY AND METAMORPHOPSIA OUTCOMES IN FOVEA-OFF RHEGMATOGENOUS RETINAL DETACHMENT.,2026,1.191,True,PMC13308642.pdf,cached
13193160,Improving Household Food Security Among Foreign-Born Residents of New York City Through Grocery Store Vouchers: A Pilot Program.,2026,1.2464,True,PMC13193160.pdf,cached
13322653,The Effects of Bio-Fertilizer Applications on Post-Harvest Fruit Quality in Soilless-Grown Tomatoes.,2026,1.3002,True,PMC13322653.pdf,cached
13322114,Prognostic Impact of Skeletal Muscle Radiodensity in Advanced Urothelial Carcinoma Undergoing Avelumab Maintenance Therapy.,2026,1.2165,True,PMC13322114.pdf,cached
13322652,Elevation of Eosinophil Proportion After Pembrolizumab Increases the Risk of Immune-Related Adverse Events in Patients With Bladder Cancer.,2026,1.6569,True,PMC13322652.pdf,cached
13320593,Migration in large femoral head ceramic-on-ceramic monoblock acetabular component compared with modular ceramic-on-polyethylene acetabular component in total hip arthroplasty using radiostereometric analysis with 5 years' follow-up: a randomized controlled trial.,2026,1.7401,True,PMC13320593.pdf,cached
13320822,"Role of Evogliptin for Intra-Class Therapeutic Interchange in Patients With Type 2 Diabetes Mellitus: Subgroup Analysis From A Multi-Center, Prospective, Observational Study (REVISE Study).",2026,1.3382,True,PMC13320822.pdf,cached
13318449,Effect of adipose tissue insulin resistance on substrate utilization during low-intensity exercise: a pilot study in young men.,2026,2.6075,True,PMC13318449.pdf,cached
13322040,Quantitative Assessment of Polydioxanone Microsphere Fillers for Nasolabial Fold Correction: A Comparative Study.,2026,1.6493,True,PMC13322040.pdf,cached
13315815,Maximal fat oxidation assessment in active postmenopausal females: A novel relative power FATmax test.,2026,1.6846,True,PMC13315815.pdf,cached
13312045,Prevention of Ventilator-Associated Pneumonia in Intensive Care Units: The Effect of Scenario-Based Simulation on Nursing Students' Skill Development Process.,2026,1.2936,True,PMC13312045.pdf,cached
13296813,"Drug Interactions of Vebreltinib, a Novel Type I c-Met Inhibitor, Coadministration With Rifampin or Itraconazole in Healthy Participants.",2026,1.9071,True,PMC13296813.pdf,cached
13291207,Effect of Structured Training on ICU Nurses' Knowledge-Based Competence in Ventilator-Associated Pneumonia Prevention in a Resource-Limited Setting: An Explanatory Sequential Mixed-Methods Study.,2026,1.9321,True,PMC13291207.pdf,cached
13284529,Verbal and Visuospatial Working Memory Performance During the CO&lt;sub&gt;2&lt;/sub&gt; Challenge Model of Anxiety.,2026,1.305,True,PMC13284529.pdf,cached
13272925,Acceptability and Fidelity of a Cognitive Rehabilitation Intervention During and After Intensive Care: A Feasibility Evaluation.,2026,1.2667,True,PMC13272925.pdf,cached
13269662,"Effects of Sedation, TEmperature and Pressure After Cardiac Arrest and REsuscitation on Major Adverse Kidney Events (STEPCARE-MAKE): A Protocol for a Pre-Planned Sub-Study of a Randomized Clinical Trial.",2026,4.8428,True,PMC13269662.pdf,cached
13254492,Effects of Celecoxib and Etoricoxib on the Pharmacokinetics and Pharmacological Effects of Orally Administered Tramadol: A Randomised Controlled Trial.,2026,4.243,True,PMC13254492.pdf,cached
13238366,Exposure to 5G Radiofrequency and Physiological Effects in Healthy Young Adults: Insights Into Heart Rate Variability and Salivary Stress Biomarkers.,2026,1.9393,True,PMC13238366.pdf,cached
13158638,Two Weeks of Mirror Exposure Enhances Sensorimotor Cortex Activation but not Facial Mimicry in 4-Month-old Infants.,2026,1.2742,True,PMC13158638.pdf,cached
13320492,Infections in patients receiving daratumumab for newly diagnosed multiple myeloma: a pooled analysis of MAIA and ALCYONE.,2026,1.2433,True,PMC13320492.pdf,cached
13320221,"Randomized, Double-Blind, Placebo-Controlled Trial of Meriva (Curcuminoids) as a Candidate Chemoprevention Agent for Gastric Carcinogenesis.",2026,5.0364,True,PMC13320221.pdf,cached
13319383,Impact of oral iron dosing regimens on iron biomarkers during pregnancy: insights from the PANDA trial.,2026,4.0892,True,PMC13319383.pdf,cached
13294794,"Ultra-Rapid Lispro Has an Improved Pharmacokinetic Profile for Exercise Compared With Lispro, Resulting in Less Exercise-Associated Hypoglycemia in Adults With Type 1 Diabetes on Open-Loop Continuous Subcutaneous Insulin Infusion.",2026,2.9085,True,PMC13294794.pdf,cached
13318419,Pelacarsen and lipoprotein(a) apheresis in secondary prevention: the Lp(a)FRONTIERS APHERESIS trial.,2026,3.9975,True,PMC13318419.pdf,cached
13294792,"Empagliflozin in HNF1A-MODY (MODY3): A Randomized, Double-Blind, Placebo-Controlled, Crossover Trial.",2026,5.8451,True,PMC13294792.pdf,cached
13330136,"Population Pharmacokinetic, Exposure-Response Efficacy and Safety Analyses of Favezelimab in Patients With Solid Tumors.",2026,1.1794,True,PMC13330136.pdf,cached
13323852,"Spectrophotometric, Periodontal and Subjective Evaluations on Five Different Products for Clear Aligners Cleansing: Randomised Clinical Trial.",2026,3.0746,True,PMC13323852.pdf,cached
13323846,Efficacy and Safety of Microneedling Combined With Mesotherapy for Androgenic Alopecia: A Retrospective Study Comparing Four Treatment Protocols.,2026,3.0084,True,PMC13323846.pdf,cached
13321692,A Prospective Comparative Study for the Evaluation of Digital Learning as an Academic Tool for MBBS Phase III Students.,2026,2.9454,True,PMC13321692.pdf,cached
13322318,Intervention With &lt;i&gt;Lacticaseibacillus paracasei&lt;/i&gt;PC-01 Fermented Milk Beverage Ameliorates Functional Dyspepsia and Modulates Gut Microbiome: A Pilot Study.,2026,2.5374,True,PMC13322318.pdf,cached
13324401,Blue LED Light Attenuates the Bacterial Bioburden in Chronic Wounds Transiently but Dose-Dependently.,2026,1.1827,True,PMC13324401.pdf,cached
13318446,Immediate effects of an ankle assist device on gait recovery after total hip arthroplasty.,2026,2.8281,True,PMC13318446.pdf,cached
13322103,Impact of COVID-19 Vaccine Type on the Efficacy and Safety of Nivolumab in Patients With Metastatic Non-small-cell Lung Cancer: A Multicenter Study.,2026,1.5383,True,PMC13322103.pdf,cached
13325601,Impact of Intravenous Immunoglobulin on Neuroinflammation Markers in Patients With Electrical Status Epilepticus During Slow Sleep.,2026,1.124,True,PMC13325601.pdf,cached
13318471,Ultrasound combined with voriconazole for treating acute fungal periprosthetic joint infection caused by Candida albicans : an in vitro and in vivo experimental study.,2026,1.2939,True,PMC13318471.pdf,cached
13313680,A Qualitative Multicenter Study of Participant Experiences With an App-Based Mindfulness Intervention (Lift 2) for Critical Illness Survivors.,2026,2.2844,True,PMC13313680.pdf,cached
13310514,Examining the Impact of Acute Exercise and Arousal Reappraisal on Stressor-Evoked Psychological and Cardiovascular Responses.,2026,3.1449,True,PMC13310514.pdf,cached
13303106,The Effect of Strength Training During Chemotherapy in Women With Breast Cancer on Serum Cytokine Concentrations and Skeletal Muscle Autophagy-Related Proteins.,2026,2.106,True,PMC13303106.pdf,cached
13291922,"rTMS Over Dorsolateral Prefrontal Cortex Augments Dual-Task Training for Mobility, Balance and Cognition in Sub-Acute Stroke: A Randomized Controlled Trial.",2026,4.7255,True,PMC13291922.pdf,cached
13291800,HIV Care Retention and Cost Analysis in Multi-Month ART Dispensing: A Randomized Controlled Trial in China.,2026,3.9183,True,PMC13291800.pdf,cached
13281369,Patient-reported outcomes in castration-resistant prostate cancer with bone metastases treated with radium-223 with or without olaparib.,2026,3.8734,True,PMC13281369.pdf,cached
13276020,"Effects of Selective Sphingosine-1-Phosphate Receptor 1 Agonist, TRV045, on Evoked Pain Tests: An Exploratory, Four-Way Cross-Over Study in Healthy Volunteers.",2026,3.0943,True,PMC13276020.pdf,cached
13270397,Efficacy of Vitex pseudo-negundo in a Bovine Mastitis Model Experimentally Induced by Staphylococcus aureus in Rats.,2026,1.6992,True,PMC13270397.pdf,cached
13270258,The Impact of Intergroup Collaboration on In-Group Bias Between Rohingya Refugee and Bangladeshi Host Community Children.,2026,1.3238,True,PMC13270258.pdf,cached
13269160,A Prospective Evaluation of Glucagon Stimulation Test Safety in Adults With Chronic Moderate-to-Severe Traumatic Brain Injury.,2026,1.2876,True,PMC13269160.pdf,cached
13268700,General Anaesthesia Versus Spinal Anaesthesia for Outpatient Total Hip and Knee Arthroplasty: A Randomised Trial Protocol.,2026,3.177,True,PMC13268700.pdf,cached
13264282,Effectiveness of a Transdiagnostic Emotion-Focused Treatment in Clinical Care: A Sequential Single-Case Experimental Design.,2026,1.8217,True,PMC13264282.pdf,cached
13261301,Comparative Effects of Laparotomy and Laparoscopy-Assisted Embryo Transfer on Oxidative Stress and Thiol-Disulphide Homeostasis in Tuj Ewes.,2026,1.63,True,PMC13261301.pdf,cached
13261288,Pharmacokinetics and Bioavailability of Tolfenamic Acid in Calves: First Evaluation of Subcutaneous Administration.,2026,1.4813,True,PMC13261288.pdf,cached
13242351,Effects of a 4-Week Multi-Exercise Isometric Resistance Training Programme on Resting and Ambulatory Blood Pressure in Normotensive Adults.,2026,3.2342,True,PMC13242351.pdf,cached
13239978,Preliminary Outcomes of a Brief Values-Guided Self-Management Intervention to Improve Glucose Levels Among Emerging Adults With Type 1 Diabetes and Above-Recommended HbA&lt;sub&gt;1c&lt;/sub&gt;: A Pilot Study.,2026,2.2177,True,PMC13239978.pdf,cached
13239719,The Effect of CYP1A2 Gene Polymorphisms on Caffeine Pharmacokinetics and Exercise Performance in Male Recreational Athletes.,2026,2.5951,True,PMC13239719.pdf,cached
13205731,Combining Treatment of Acute Malnutrition With Integrated Community Case Management: A Cluster-Randomised Controlled Trial (SETiPlus).,2026,3.4727,True,PMC13205731.pdf,cached
13205685,"Effectiveness of the Enjoy-Breastfeeding Mom App on Breastfeeding Knowledge, Attitudes, Self-Efficacy, and Infant Responsiveness Among Thai Adolescent Mothers: A Three-Arm Randomised Controlled Trial.",2026,3.6222,True,PMC13205685.pdf,cached
13184366,The enduring power of social context: Pre-war contact opportunity amplifies the effects of post-war contact.,2026,1.707,True,PMC13184366.pdf,cached
13318230,Aroxybutynin and atomoxetine (AD109) for obstructive sleep apnea: a randomized phase 3 trial (SynAIRgy).,2026,5.4118,True,PMC13318230.pdf,cached
13323947,Comparison of ABBV-552 Safety and Pharmacokinetics in Healthy Asian and Western Adults.,2026,1.3577,True,PMC13323947.pdf,cached
13331147,Remote person-centred care and long-term medication management in primary care: post hoc analysis of a randomised controlled trial.,2026,3.0073,True,PMC13331147.pdf,cached
13322712,"Efficacy of Low-Dose Naltrexone in Women With Fibromyalgia Syndrome: A 12-Month Randomised, Double-Blind, Placebo-Controlled Single-Centre Clinical Trial (INNOVA Study).",2026,5.6255,True,PMC13322712.pdf,cached
13322511,Long-Term Effectiveness and Safety of Dorsal Root Ganglion Stimulation for Persistent Spinal Pain Syndrome: Results From an Expanded Prospective Registry.,2026,2.4225,True,PMC13322511.pdf,cached
13323643,"Analgesic efficacy of ilioinguinal/iliohypogastric, transversus abdominis plane, and quadratus lumborum blocks in inguinal hernia surgery: A prospective randomized controlled trial.",2026,5.9172,True,PMC13323643.pdf,cached
13321987,Synergy of a Low-methionine Diet and Reduced-dose Cisplatinum Eradicates Experimental Lung-cancer Bone Metastases in a Nude-mouse Model.,2026,1.5599,True,PMC13321987.pdf,cached
13315822,Effects of intensified endurance training on nocturnal skin temperature and sleep variables in male long-distance runners: A pilot study.,2026,2.0839,True,PMC13315822.pdf,cached
13314543,Development of a Biphasic Modified-Release Ibuprofen Tablet Formulation: Single-Dose and Multiple-Dose Pharmacokinetics and Food-Effect Studies.,2026,2.2722,True,PMC13314543.pdf,cached
13297019,Previous Hamstring Injury Does Not Impact Biceps Femoris Long Head Fascicle Length and Eccentric Knee Flexion Strength Changes Following a Low-Volume Resistance Training Intervention in Elite Under-20-Year-Old Male Gaelic Footballers.,2026,2.3034,True,PMC13297019.pdf,cached
13291766,The combination of low-intensity resistance exercise and electrical muscle stimulation effectively enhances executive function in men.,2026,2.4362,True,PMC13291766.pdf,cached
13281163,Effect of Intranasal Midazolam-Butorphanol Premedication on Sevoflurane Anaesthesia in Traumatised Buzzards (Buteo spp.).,2026,2.6346,True,PMC13281163.pdf,cached
13280799,Adolescent Acceptability of School and Home Micronutrient Supplementation and Nutrition Curriculum in Mozambique.,2026,2.4187,True,PMC13280799.pdf,cached
13261095,Alcohol in the Workplace: A Qualitative Study of Employees' Experiences With Employer-Supported Alcohol Treatment.,2026,1.5042,True,PMC13261095.pdf,cached
